fingerprint,title,author,hostname,date,categories,tags,id,license,source,source-hostname,excerpt,filename
yImt2RJrHuT6aEDoRMR8CWXb4dA=,The Divinity Student: Part One,Adam Mills,weirdfictionreview.com,2013-09-04,Fiction;The Divinity Student,,,,https://weirdfictionreview.com/2013/09/the-divinity-student-part-one/,Weird Fiction Review,"The following is an excerpt from Michael Cisco’s novel The Divinity Student, currently available in e‑book form from Cheeky Frawg Books, in addition to several other of his novels. WFR is proud to serialize The Divinity Student in support of the author and his books, and we will be reprinting the entire novel over the […]",./scrape/jsonfiles/QwQWLJFQmN3tyyTg4lpuN+7ym30.json
kxn4ar7ekzK9VMnWoZgTkQ5k+tk=,Labyrinth,Edward Gauvin,weirdfictionreview.com,2014-06-30,Fiction,fiction;supernatural fiction,,,https://weirdfictionreview.com/2014/06/labyrinth/,Weird Fiction Review,"The beach. The cove. Children were playing a brutal game of king of the hill on the pillar I’d once claimed as mine. Behind them, in the shadows of the cliff face, a temporary town, global nomads on the lam, their tents and sleeping rolls spiraling inward, three, four, five layers deep. I clung to the […]",./scrape/jsonfiles/AKrp0Fcq-eCF7OG-mRTxHNG3RnA.json
zsLQ7IVMQj5nH5dYrr9LPfogR7w=,"""Cicisbeo"" by M. John Harrison",David Davis,weirdfictionreview.com,2018-03-21,Fiction,fiction;short story;weird fiction,,,https://weirdfictionreview.com/2018/03/cicisbeo/,Weird Fiction Review,"“Cicisbeo” appears in M. John Harrison’s 2017 collection You Should Come With Me Now, published by Comma Press. We’re also featuring a review of the collection by Christopher Burke. Summer was half over before it had even begun. With a sense that my life was in the same state, I phoned Lizzie Shaw. She hadn’t changed. They lived in East […]",./scrape/jsonfiles/PAvR1R1oX9PXnhkC44mfF66-wZw.json
PC6BAIOKyD9KwWSc7QrZssCPC2w=,No. 252 Rue M. le Prince,David Davis,weirdfictionreview.com,2018-07-31,Fiction,19th century;fiction;france;paris;public domain;weird fiction,,,https://weirdfictionreview.com/2018/07/no-252-rue-m-le-prince/,Weird Fiction Review,"The following story first appeared in architect and author Ralph Adams Cram’s 1895 collection Black Spirits and White: A Book of Ghost Stories. When in May, 1886, I found myself at last in Paris, I naturally determined to throw myself on the charity of an old chum of mine, Eugene Marie d’Ardeche, who had forsaken Boston a year or more […]",./scrape/jsonfiles/KcFH+TPOObLImyDpIAjB4xCikOk.json
zo1BEw5TI3n8HLlezM+4sSn3hfQ=,Zelenka,Edward Gauvin,weirdfictionreview.com,2014-06-06,Fiction,fiction;supernatural fiction;translations,,,https://weirdfictionreview.com/2014/06/zelenka/,Weird Fiction Review,"Anne-Sylvie Salzman is a French writer and the co-editor of the magazine Le visage vert. As a translator, her many authors include Kris Saknussemm, Lord Dunsany, Fritz Leiber, Arthur Machen, Arthur Conan Doyle, Wilkie Collins, Sax Rohmer, Iain M. Banks, Jim Shepard, Robert Crais, L. Frank Baum, Herman Melville, Henry Darger, and Willa Cather. Prior publications in […]",./scrape/jsonfiles/81-lIZ-TN73QfncGft0NcG-EI+4.json
Jg9y0funJNlHLvVTLdXwCcnJmI8=,The Bystander,Jeffvandermeer,weirdfictionreview.com,2015-12-08,Fiction,,,,https://weirdfictionreview.com/2015/12/the-bystander-by-leena-krohn/,Weird Fiction Review,"Leena Krohn (1947 — ) is one of the most respected Finnish writers of her generation. In her large body of work for adults and children, Krohn deals with issues related to the boundary between reality and illusion, artificial intelligence, and issues of morality and conscience. Her short novel Tainaron: Mail From Another City, from which this […]",./scrape/jsonfiles/BUwFhRv2eJBKyqgpKPqw8q8fSJU.json
PvGiuWYDIcY+QWJQtQSeIe6GFb4=,The Waltz of Masks,Adam Mills,weirdfictionreview.com,2012-04-03,Fiction,,,,https://weirdfictionreview.com/2012/04/the-waltz-of-masks/,Weird Fiction Review,"A story from Secret Europe by John Howard and Mark Valentine, “the ultimate collection, the singular masterpiece dedicated to the great sepia-coloured world of a Secret Europa,” in Ex Occidente’s opinion “the book of the decade.” You can order the book here. At last it was growing dark. Outside the broken window the short day was […]",./scrape/jsonfiles/F8HM8Y3kXmim+iU6MASpRhMAWnU.json
sn896aNsf+bPvKa+c4i/UWdXeqI=,Thirteen at Table,Adam Mills,weirdfictionreview.com,2012-10-23,Fiction,,,,https://weirdfictionreview.com/2012/10/thirteen-at-table/,Weird Fiction Review,"Lord Dunsany (1878 — 1957) was a prolific Anglo-Irish writer and dramatist, known for fantastical fiction, some of it dark. His real name was Edward John Moreton Drax Plunkett, 18th Baron of Dunsany. Born to one of the oldest titles in the Irish peerage, Dunsany lived much of his life at perhaps Ireland’s longest-inhabited home, Dunsany Castle near […]",./scrape/jsonfiles/k8pMwU2wpumFjTiT+7PnDw-NPC0.json
KuIcynWKRwDiGBAmf2jMXcW1srQ=,Kavar the Rat,Jeffvandermeer,weirdfictionreview.com,2011-11-01,Fiction,Edward Gauvin;Kavar the Rat;short stories;supernatural fiction;the weird;Thomas Owen;translations;weird fiction,,,https://weirdfictionreview.com/2011/11/kavar-the-rat-thomas-owen/,Weird Fiction Review,"Translated by Edward Gauvin Thomas Owen (1910−2002) is the one name regularly cited with Jean Ray as a pillar of Belgian supernatural horror, and the nom de plume of Gérald Bertot: criminal lawyer, art critic, mystery writer, and career manager of a flour plant. Thomas Ligotti has praised Owen’s “meditative and intimate prose works” as part of […]",./scrape/jsonfiles/S3qwaM5-ppDw00hZicnOKXCykzA.json
QXAdNkM3zgOJZnOHzgaQv/WdgoE=,When Raspberries Bloom in August,David Davis,weirdfictionreview.com,2015-08-11,Fiction,fiction;Haralambi Markov;summer,,,https://weirdfictionreview.com/2015/08/when-raspberries-bloom-in-august/,Weird Fiction Review,Varadin Karamazov found the raspberry blooms one late afternoon in August – a whole month after the last bush had been picked clean and every berry had been boiled into jam. The spindly bushes that lined the Karamazov’s garden now dipped under the weight of blossoms that reminded Varadin of the sights of his youth. Colors […],./scrape/jsonfiles/JyduCT1rV+dRMvwqyI5KFyqxF00.json
apWH7uOHGWY0qUrqHRW+PsIv6wA=,The Lake,David Davis,weirdfictionreview.com,2016-06-20,Fiction,Matthew Cheney,,,https://weirdfictionreview.com/2016/06/the-lake/,Weird Fiction Review,"The following story originally appeared in Matthew Cheney’s new collection, Blood: Stories (Black Lawrence Press, 2016). It originally appeared in Lady Churchill’s Rosebud Wristlet #21 (2007). This is the first time it has appeared online. — Weird Fiction Review Editors They wouldn’t allow us near the lake when they hauled the bodies out. We stood, huddled against each […]",./scrape/jsonfiles/nnr0fMPkDwoFVHON7p34p7aurCM.json
0oWtgheboz34NzDGMYvGx0gW79o=,The Corridor,Adam Mills,weirdfictionreview.com,2014-03-18,Fiction,,,,https://weirdfictionreview.com/2014/03/the-corridor/,Weird Fiction Review,"Darko Macan is the writer of the following story, “The Corridor,” which can be found in the collection of Croatian science fiction short stories, Kontakt (Wizard’s Tower Press), which he co-edited with Tatjana Jambrišak. We’d love to tell you more about Macan and his story, but we thought readers might like to read the intro to “The Corridor” […]",./scrape/jsonfiles/784ohOK4pnTSQJuLL2yGeb0lVh4.json
pUjBpvsItXRWjSXOHSrtHHgX4MY=,"Ajantala, the Noxious Guest",Adam Mills,weirdfictionreview.com,2013-01-07,Fiction,,,,https://weirdfictionreview.com/2013/01/ajantala-the-noxious-guest/,Weird Fiction Review,"Amos Tutuola (1920 — 1997) was a largely self-taught Nigerian writer who became internationally praised for books based in part on Yoruba folktales, especially the phantasmagorical The Palm-Wine Drinkard (1952). Welsh poet Dylan Thomas called the novel “thronged, grisly and bewitching,” bringing it even more attention. Tutuola was criticized in Nigeria for the novel’s “primitive” style, seen to […]",./scrape/jsonfiles/kvQ97XyZyUPGS1vLUM2RpJ9z+Ic.json
0X7r+DJr1dwZW9Ed1S1yQjas28E=,The Engine of Desire,Adam Mills,weirdfictionreview.com,2012-12-04,Fiction,,,,https://weirdfictionreview.com/2012/12/the-engine-of-desire/,Weird Fiction Review,"Livia Llewellyn is a writer of horror, dark fantasy and erotica. A graduate of Clarion 2006, her fiction has appeared in ChiZine, Subterranean, Sybil’s Garage, PseudoPod, Apex Magazine, Postscripts, The Magazine of Bizarro Fiction, and numerous anthologies. Her first collection of short fiction, Engines of Desire: Tales of Love & Other Horrors, was published in 2011 by Lethe […]",./scrape/jsonfiles/DrXDXlBJ+iVOcxspE4L-S4rv+hw.json
A70B1VXnZARenjyWGOgCVOrtxKY=,"""Sun of Sulfur"" by Serge Brussolo",David Davis,weirdfictionreview.com,2017-03-28,Fiction,brussolo;french;scifi;serge brussolo;translated;translated fiction;weird scifi,,,https://weirdfictionreview.com/2017/03/sun-of-sulfur/,Weird Fiction Review,"Translated by Edward Gauvin It was like a gigantic pyre rising from the center of the gray, argil plain. A colossal intertwining of branches atop which the city seemed bizarrely unbalanced, with its towers broader at the base than the summit, its keeps oddly narrowed toward their crenellations, such that from a distance they might be taken for […]",./scrape/jsonfiles/f61+8OcsgLqHnXMCpTTphzy7R7Y.json
2/d2T1HwzyeSG+qdZuGKtTdy26w=,The Supper,David Davis,weirdfictionreview.com,2015-03-18,Fiction,fiction;latin american;Mexican;short story;weird fiction,,,https://weirdfictionreview.com/2015/03/the-supper/,Weird Fiction Review,"Translated by Michael Cisco The name of Alfonso Reyes reoccurs throughout any discussion of Latin American literature. In his native Mexico, he is considered a major 20th century author, and more than one street has been named for him there. Roberto Bolano referred to him in the short list of those writers he included in his […]",./scrape/jsonfiles/f5ULIGza+G9RzW4P7iGPs-UGIlQ.json
mlUUoJY8TwSEdGrSnaXNhoM1rlQ=,"Deadfall Hotel: ""The King of the Cats,"" Part 3",Jeffvandermeer,weirdfictionreview.com,2011-12-15,Fiction,,,,https://weirdfictionreview.com/2011/12/deadfall-hotel-the-king-of-the-cats-part-3/,Weird Fiction Review,"Steve Rasnic Tem’s Deadfall Hotel has been keenly anticipated by weird fiction geeks for more than two decades, ever since horror icon Charles L. Grant published the story “Bloodwolf” in his anthology Shadows 9 (1986). Tem, a winner of the World Fantasy Award and British Fantasy Award, noted that the story was the seed for a much […]",./scrape/jsonfiles/jabO-x5rtm+bEu6HkKLzTszbD-c.json
TV3DSIht9zCLAmy8cQSGi2b2lEI=,Creature,Jeffvandermeer,weirdfictionreview.com,2012-03-17,12 Days of Monsters;Fiction,,,,https://weirdfictionreview.com/2012/03/creature-by-ramsey-shehadeh/,Weird Fiction Review,"Ramsey Shehadeh splits his time between writing stories and writing software. His fiction has appeared in Weird Tales (where “Creature” originally appeared), Strange Horizons, and The Magazine of Fantasy & Science Fiction. He blogs at Glass Maze. “Creature” is one of our favorite stories, in part because of the brilliant juxtaposition of an energetic and seemingly […]",./scrape/jsonfiles/wRQ71szXmgiafMa-Lc7xEdECNek.json
mK5duxmVO8mHo5GZWUbMYX81rfA=,Excerpt: Town of Shadows,Adam Mills,weirdfictionreview.com,2012-09-25,Fiction,,,,https://weirdfictionreview.com/2012/09/excerpt-town-of-shadows/,Weird Fiction Review,"Lindsay Stern is the author of the recently published Town of Shadows, available from Scrambler Books and soon to be available at a variety of book vendors. A native of New York City, Stern is currently working on a B.A. in English and Philosophy at Amherst College, where she’s already at work on her follow-up novel. Town of […]",./scrape/jsonfiles/PfYyNV8ZELjGegUvNw4eyNYW4wA.json
gvRHjiU2ZAranVTI5BK5EojQd/0=,Headstone In Your Pocket,Adam Mills,weirdfictionreview.com,2012-12-11,Fiction,,,,https://weirdfictionreview.com/2012/12/headstone-in-your-pocket/,Weird Fiction Review,"Paul Tremblay is an American writer of contemporary horror, dark fantasy, and science fiction. His short fiction has appeared in such publications as Weird Tales, Interzone, ChiZine, Clarkesworld, and Best American Fantasy 3, and his short story “There’s No Light Between Floors” was a 2008 Bram Stoker Award nominee. His published books include the short story […]",./scrape/jsonfiles/-D7DadgrikCfqBqQD+-bhANgeqY.json
T8ktNheOxxphFqQoUBLin9hF0aI=,"Dead Fall Hotel: ""The King of the Cats,"" Part 1",Jeffvandermeer,weirdfictionreview.com,2011-12-01,Fiction,,,,https://weirdfictionreview.com/2011/12/dead-fall-hotel-the-king-of-the-cats-part-1/,Weird Fiction Review,"Steve Rasnic Tem’s Deadfall Hotel has been keenly anticipated by weird fiction geeks for more than two decades, ever since horror icon Charles L. Grant published the story “Bloodwolf” in his anthology Shadows 9 (1986). Tem, a winner of the World Fantasy Award and British Fantasy Award, noted that the story was the seed for a much […]",./scrape/jsonfiles/iWRIFSzDFVBUhvkLKI5-d+0Ovn0.json
iS/58zzb8KNAQv8MBLzYob2kiTw=,"""Day of the Builders"" by Kristine Ong Muslim",David Davis,weirdfictionreview.com,2016-09-12,Fiction,fiction;filipino author;weird fiction,,,https://weirdfictionreview.com/2016/09/day-of-the-builders/,Weird Fiction Review,The following story originally appears in Kristine Ong Muslim’s 2016 collection Age of Blight. Be sure to also check out our interview with Muslim. *** This happened long before the initial signs of sickness from the outsiders rippled across my village. You should understand by now how my people were easy prey because most of us […],./scrape/jsonfiles/oU9DzASG86GvCArAPwA5bxvRSwk.json
+nR8eXkh9zqiItYZyf+qst1HaXg=,Erbach’s Emporium of Automata,David Davis,weirdfictionreview.com,2014-09-29,Fiction,fiction;weird fiction,,,https://weirdfictionreview.com/2014/09/erbachs-emporium-of-automata/,Weird Fiction Review,"The following story comes from D. P. Watt’s recently reprinted short story collection, An Emporium of Automata, available from Eibonvale Press. Watt also has a new collection out this year from Egaeus Press called The Phantasmagorical Imperative and Other Fabrications. Watt’s fiction is a unique blend of magical realism à la Jorge Luis Borges with disquieting settings that recall the works of Robert Aickman. To learn more about Watt, […]",./scrape/jsonfiles/nkLVwrreeSOmCqMeSgAVubnDRzg.json
aTNXAxNDPSncuKXG6fBGZrDx6H8=,The Lost Machine: Chapter Three,David Davis,weirdfictionreview.com,2016-01-27,Fiction;The Lost Machine,,,,https://weirdfictionreview.com/2016/01/the-lost-machine-chapter-three/,Weird Fiction Review,"WFR is proud to serialize The Lost Machine in support of its author and illustrator, Richard A. Kirk. We will be reprinting the entire novel with its illustrations over the course of five weeks with a new chapter every Monday and Wednesday. Wherever possible, formatting has been made to match that available in the e‑book. This part of […]",./scrape/jsonfiles/OvyksWbH5Vm-ZVBMTEgc9GBoFWY.json
9BCs4W28VT6/uIQd9wQH55tSW4g=,The Dead Valley,Adam Mills,weirdfictionreview.com,2012-10-09,Fiction,,,,https://weirdfictionreview.com/2012/10/the-dead-valley/,Weird Fiction Review,"Ralph Adams Cram was a prolific and influential American architect of collegiate and ecclesiastical buildings, known for their Gothic characteristics and inspiration. In addition to his contributions to architecture, Cram was also a talented writer of weird fiction. We’re delighted to reprint one of his classic stories, “The Dead Valley,” which was recently included in American Fantastic Tales: […]",./scrape/jsonfiles/ORvmpIcRJITKNwKzEgfIvB5uw9Q.json
BG2nbO1iuhgH/bo83RkKa7lVLFo=,The Liberators,Adam Mills,weirdfictionreview.com,2012-02-27,Fiction,,,,https://weirdfictionreview.com/2012/02/the-liberators/,Weird Fiction Review,"Kali Wallace studied earthquakes and continents as a geophysicist before leaving academia. She lives in Colorado, where she now enjoys inventing fictional worlds more than she ever liked devising equations to describe the real one. A member of the Clarion 2010 graduating class, her short fiction has appeared in The Magazine of Fantasy & Science Fiction, and she has […]",./scrape/jsonfiles/lZ+Lo20TJnM10yr+Uh2Q4uvgJbU.json
Jg9y0funJNlHLvVTLdXwCcnJmI8=,The Bystander,Jeffvandermeer,weirdfictionreview.com,2015-12-08,Fiction,,,,https://weirdfictionreview.com/2015/12/the-bystander-by-leena-krohn/,Weird Fiction Review,"Leena Krohn (1947 — ) is one of the most respected Finnish writers of her generation. In her large body of work for adults and children, Krohn deals with issues related to the boundary between reality and illusion, artificial intelligence, and issues of morality and conscience. Her short novel Tainaron: Mail From Another City, from which this […]",./scrape/jsonfiles/NYj5y-G+fSlB5q546E1YG-zOrCU.json
zo1BEw5TI3n8HLlezM+4sSn3hfQ=,Zelenka,Edward Gauvin,weirdfictionreview.com,2014-06-06,Fiction,fiction;supernatural fiction;translations,,,https://weirdfictionreview.com/2014/06/zelenka/,Weird Fiction Review,"Anne-Sylvie Salzman is a French writer and the co-editor of the magazine Le visage vert. As a translator, her many authors include Kris Saknussemm, Lord Dunsany, Fritz Leiber, Arthur Machen, Arthur Conan Doyle, Wilkie Collins, Sax Rohmer, Iain M. Banks, Jim Shepard, Robert Crais, L. Frank Baum, Herman Melville, Henry Darger, and Willa Cather. Prior publications in […]",./scrape/jsonfiles/rG8+-+SnAuzxciZetEB4rD2irxg.json
fRW9uDKwP5JoR+/fpJdfBEcoXUw=,Selections from Nervous Tales,Adam Mills,weirdfictionreview.com,2013-03-19,Fiction,,,,https://weirdfictionreview.com/2013/03/selections-from-nervous-tales/,Weird Fiction Review,"Carlos Díaz Dufoo (1861−1941) was a Mexican writer of fiction and nonfiction; he was also a journalist and an academic economist. He founded newspapers in his hometown of Veracruz and edited for major newspapers and journals, among other projects. His notable work of fiction is his collection Nervous Tales [Cuentos Nerviosos], which has been translated in full […]",./scrape/jsonfiles/0oI5DFThV1eLBKhXoJrBuEIpJPI.json
ohJYRJmkqOBd+sQG/WRKuxWSfe4=,"""The Nature of Bees"" by Priya Sharma",David Davis,weirdfictionreview.com,2018-02-16,Fiction,nature;undertow books;weird fiction;women writers,,,https://weirdfictionreview.com/2018/02/the-nature-of-bees/,Weird Fiction Review,"This month marks the 9th annual Women in Horror Month and to celebrate we’re publishing a story and an interview with Priya Sharma. “The Nature of Bees” appears in Sharma’s forthcoming collection from Undertow Press, All the Fabulous Beasts. Vivien Avery came into her summer late. She blossomed at the age of thirty-eight, a time when most women […]",./scrape/jsonfiles/m0mQF6F3B5+RBRpyueAi3PUizBY.json
UbohJPcMc8kctG1mkaiTRXBJFi4=,"""A Twilight"" by Michel de Ghelderode",David Davis,weirdfictionreview.com,2017-06-27,Fiction,Belgian;fantastique;france;weird fiction,,,https://weirdfictionreview.com/2017/06/a-twilight/,Weird Fiction Review,"The following story appears in the collection Spells by Michel de Ghelderode, out this year from Wakefield Press. It is translated from French by George MacLennan. Michel de Ghelderode (1898−1962) was a Belgian author of drama, poetry, and short stories. Born to a royal archivist father and devoutly religious mother, the author began writing plays in 1916. His work, […]",./scrape/jsonfiles/nacXgxN3oYRmcJ0vZHssoOL5R6M.json
0oWtgheboz34NzDGMYvGx0gW79o=,The Corridor,Adam Mills,weirdfictionreview.com,2014-03-18,Fiction,,,,https://weirdfictionreview.com/2014/03/the-corridor/,Weird Fiction Review,"Darko Macan is the writer of the following story, “The Corridor,” which can be found in the collection of Croatian science fiction short stories, Kontakt (Wizard’s Tower Press), which he co-edited with Tatjana Jambrišak. We’d love to tell you more about Macan and his story, but we thought readers might like to read the intro to “The Corridor” […]",./scrape/jsonfiles/qIhg3sVax7clrQHSPIs9ct9I-tY.json
2/d2T1HwzyeSG+qdZuGKtTdy26w=,The Supper,David Davis,weirdfictionreview.com,2015-03-18,Fiction,fiction;latin american;Mexican;short story;weird fiction,,,https://weirdfictionreview.com/2015/03/the-supper/,Weird Fiction Review,"Translated by Michael Cisco The name of Alfonso Reyes reoccurs throughout any discussion of Latin American literature. In his native Mexico, he is considered a major 20th century author, and more than one street has been named for him there. Roberto Bolano referred to him in the short list of those writers he included in his […]",./scrape/jsonfiles/pC34WjbSB1lL7mGFTHz4EetpRqE.json
L6baB+2+U7irPeQaPGqplC68x24=,Poppies,Adam Mills,weirdfictionreview.com,2012-12-20,Fiction,,,,https://weirdfictionreview.com/2012/12/poppies/,Weird Fiction Review,"Megan Lee Beals lives in Tacoma, Washington where she takes inspiration from the nearby Puget Sound and the multitude of monsters that dwell in it. She writes because she loves to read, and once when she was young her great-grandmother told her “If you can’t find what you want, make it yourself.” This philosophy was […]",./scrape/jsonfiles/13w1+b-zsbUQR6U2nhkNRxiQfow.json
W8/AwraTL9TCaG5rMS4OClYuDLk=,The Horror from the Bridge,Jeffvandermeer,weirdfictionreview.com,2011-12-05,Fiction,,,,https://weirdfictionreview.com/2011/12/the-horror-from-the-bridge/,Weird Fiction Review,"Ramsey Campbell is one of those iconic, award-winning British writers of weird and horror fiction who needs little or no introduction. And as is widely known, early in his career he was championed by August Derleth, the keeper of H.P. Lovecraft’s legacy. The front matter for this new edition notes, “After Lovecraft’s death August Derleth […]",./scrape/jsonfiles/NV0BwPGjll46r5-h9O2XRh7GnoQ.json
nQ9BceXDHBn5K0ZzbkpM9ELoeSo=,The Cantatrice by Maurice Renard,David Davis,weirdfictionreview.com,2015-01-26,Fiction,weird fiction,,,https://weirdfictionreview.com/2015/01/cantatrice/,Weird Fiction Review,"Translated by Brian Stableford Originally published 1913 To Louis Cochet[1] Old Hauval — who is still the director of the Opéra-Dramatique — smoothed his flowing beard with a gnarled hand and said: “This is what happened!” *** In 189*, in the month of March, there was a performance of Siegfried at Monte Carlo. An extraordinary interpretation made that revival the great […]",./scrape/jsonfiles/8zeb+dbcv8koUdnPZ6pxKqF1ndM.json
l8QGHqvKmGL4GpD3Z0ydV2g/qQU=,The Lost Machine: Chapter Six,David Davis,weirdfictionreview.com,2016-02-08,Fiction;The Lost Machine,,,,https://weirdfictionreview.com/2016/02/the-lost-machine-chapter-six/,Weird Fiction Review,"WFR is proud to serialize The Lost Machine in support of its author and illustrator, Richard A. Kirk. We will be reprinting the entire novel with its illustrations over the course of five weeks with a new chapter every Monday and Wednesday. Wherever possible, formatting has been made to match that available in the e‑book. This part of […]",./scrape/jsonfiles/pfrm7CkmCNrKTgeR5Yvj+IxsahM.json
U7YmI3k7iq/vXPOo7NkNS8+TYnI=,Xebico,Adam Mills,weirdfictionreview.com,2012-10-31,Fiction,,,,https://weirdfictionreview.com/2012/10/xebico/,Weird Fiction Review,"Stephen Graham Jones (1972 — ) is an American writer of both stories and novels. His most recent books include Zombie Bake-Off (2012), Growing Up Dead in Texas (2012), and The Last Final Girl (2012). Jones has been a finalist for the Shirley Jackson Award and Black Quill Award, as well as a winner of the Texas Institute of […]",./scrape/jsonfiles/b-EA+rr0icOy-mBuUQiAPZCfJmw.json
8mu/Dlyy0CMF0uBCqMPNSBtvnx4=,Where Dead Men Go To Dream,Adam Mills,weirdfictionreview.com,2013-03-05,Fiction,,,,https://weirdfictionreview.com/2013/03/where-dead-men-go-to-dream/,Weird Fiction Review,"A. C. Wise was born and raised in Montreal, and currently lives in the Philadelphia area. Her work has appeared in publications such as Future Lovecraft, ChiZine, Clarkesworld and The Best Horror of the Year Vol. 4. In addition to her fiction, she co-edits the online ‘zine, the Journal of Unlikely Entomology, along with Bernie […]",./scrape/jsonfiles/HqUo5MZ-Ue9HXGi2XRF8AZltP48.json
Vw/KJHruxtTutVc6cqtIM9I/epM=,The Lost Machine: Chapter Five,David Davis,weirdfictionreview.com,2016-02-03,Fiction;The Lost Machine,,,,https://weirdfictionreview.com/2016/02/the-lost-machine-chapter-five/,Weird Fiction Review,"WFR is proud to serialize The Lost Machine in support of its author and illustrator, Richard A. Kirk. We will be reprinting the entire novel with its illustrations over the course of five weeks with a new chapter every Monday and Wednesday. Wherever possible, formatting has been made to match that available in the e‑book. This part of […]",./scrape/jsonfiles/0qlcYSMISWBdOemPqIQdMHOK6yE.json
Na/P8KKmS3fQMNStQVLvLUytKcY=,Selections from Lives of Notorious Cooks,Adam Mills,weirdfictionreview.com,2012-12-18,Fiction,,,,https://weirdfictionreview.com/2012/12/selections-from-lives-of-notorious-cooks/,Weird Fiction Review,"Brendan Connell was born in Santa Fe, New Mexico, in 1970. He has had fiction published in numerous places, including McSweeney’s, Adbusters, and the World Fantasy Award winning anthologies Leviathan 3 (The Ministry of Whimsy 2002), and Strange Tales (Tartarus Press 2003). His published books are: The Translation of Father Torturo (Prime Books, 2005), Dr. […]",./scrape/jsonfiles/iyS5DlUIrs1-T4W7n4bjNnZatPk.json
3479Y771eiCpz2xvapLSBRAmG70=,Maldoror Abroad,Jeffvandermeer,weirdfictionreview.com,2011-12-19,Fiction,,,,https://weirdfictionreview.com/2011/12/maldoror-abroad-by-kj-bishop/,Weird Fiction Review,"“It would not be good for everyone to read the pages which follow; only the few may relish this bitter fruit without danger.” — Maldoror… K.J. Bishop’s hallucinogenic, transgressive fevre dream of an ode to the original Maldoror (1869) by Isidore Lucien Ducasse, writing under the pen name “Comte de Lautréamont, appears online for the first time […]",./scrape/jsonfiles/HX5BGoqwJst3ncEo2DLgLqO09mY.json
M1IkVg36XhOIod8bl30FyXe9oPw=,"""The Insurgent"" by Nicholas Rombes",David Davis,weirdfictionreview.com,2016-10-24,Fiction,fiction;Nicholas Rombes;weird fiction,,,https://weirdfictionreview.com/2016/10/the-insurgent/,Weird Fiction Review,"The follow story originally appeared in The Absolution of Roberto Acestes Laing by Nicholas Rombes (Two Dollar Radio, 2014). It is reprinted here with permission of its author. An interview with Rombes is also available today. The problem with The Insurgent, as Laing told me before handing it over to me, was that it had […]",./scrape/jsonfiles/Yl+3eLZNkRFsoUk1bh-hGQz1PkA.json
ARS1VaFdkjHjV08ZyHXjWXYR+bI=,An Inhabitant of Carcosa,Adam Mills,weirdfictionreview.com,2014-03-05,Fiction,,,,https://weirdfictionreview.com/2014/03/an-inhabitant-of-carcosa/,Weird Fiction Review,"Ambrose Bierce (1842−1914 est.) was an American writer of fiction and nonfiction who demonstrated an impressive, flexible, and sardonic voice in his writing. Notable works include his satirical collection The Devil’s Dictionary and his seminal short story “An Occurrence at Owl Creek Bridge,” which features one of the best and most famous twist endings of all […]",./scrape/jsonfiles/apOx5WDL8zxa5Q6eKnHjgZUdfZ8.json
Ud4LHYwNzTKDBh7dGB580zpE7IA=,The Society Tiger,Jeffvandermeer,weirdfictionreview.com,2013-04-02,Fiction;From the Archives,,,,https://weirdfictionreview.com/2013/04/the-society-tiger/,Weird Fiction Review,"Jean Ferry (1906−1974) was primarily a screenwriter, best known for his collaborations with Clouzot, Buñuel, Louis Malle, and Georges Franju. A satrap of the College of ‘Pataphysics, he was known in his time as the greatest specialist in the works of Proust’s neighbor Raymond Roussel. His only book of fantastical tales, The Engineer, was published in 1953 […]",./scrape/jsonfiles/RiVT1Qn7YF4cfb7PbSwpb2HN09Y.json
q9kt+mUIc0+Gv08YIyMyfomlHaM=,A Night of the High Season,Adam Mills,weirdfictionreview.com,2013-06-04,Fiction,,,,https://weirdfictionreview.com/2013/06/a-night-of-the-high-season/,Weird Fiction Review,"Bruno Schulz (1892 – 1942) is one of the most imaginative writers of the 20th century and a key touchstone in the history of weird fiction. His collections The Street of Crocodiles (first published in English in 1963) and Sanatorium Under the Sign of the Hourglass (1988) are classics of literature, marked by Schulz’s unique and […]",./scrape/jsonfiles/u6jEKBhgBALLgL-doBSCtbWoj8c.json
S1RuEDSEcaHa5tj7jwUnB0arY2U=,Leng,Jeffvandermeer,weirdfictionreview.com,2012-05-22,Fiction,,,,https://weirdfictionreview.com/2012/05/leng/,Weird Fiction Review,"Marc Laidlaw (1960 – ) is an eclectic American writer of science fiction and horror whose long career has included a stint in the cyberpunk movement and significant contributions to the popular Half-Life video game series. Laidlaw first started publishing idiosyncratic, hard-to-define short fiction in the late 1970s, but is perhaps best known for writing Dad’s Nuke (1985) […]",./scrape/jsonfiles/OF0EfG6HdJzQ1OetwKvbOTA8o0I.json
jmEgjB6dQFnixjVDUS8u0QxoJfU=,The New Abyss,David Davis,weirdfictionreview.com,2016-07-20,Fiction,20th century;German;Paul Scheerbart;science fiction;scifi;translated;weird scifi,,,https://weirdfictionreview.com/2016/07/the-new-abyss/,Weird Fiction Review,"Translated from German by Daniel Ableev and Sarah Kassem This summer at Weird Fiction Review, we’re featuring weird science fiction stories that we uncovered while doing research for The Big Book of Science Fiction. To kick off this series, we’re featuring a story by early-20th-century German writer Paul Scheerbart. Another one of Scheerbart’s stories, “The New Overworld,” appears in The Big Book […]",./scrape/jsonfiles/SPOOYN5rnTKo7Ib2h8G2ti5Eflo.json
