fingerprint,title,author,date,series,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
P9xrHfBaIYeiNKqsw/mq3dhm27s=,Crispin’s Model,Max Gladstone,2017-10-04,,Contemporary Fantasy;Dark Fantasy,Novelette;Short Fiction;Tor Com Original,301379,,,https://www.tor.com/2017/10/04/crispins-model/,tor.com,Tor.com,"A contemporary Lovecraftian tale of art, obsession, and elder gods.",./scrape/jsonfiles/Prmq3zk6K6hl99fBrfoknU217wc.json,TRUE
6K7j0JARWDcDjX6Vv9pHur/w6Vo=,ZeroS,Peter Watts; Www Rifters Com,2017-10-11,,Collection And Anthologies,Anthologies;Infinity Wars;Jonathan Strahan;Peter Watts;Reprints;Zeros,303169,,,https://www.tor.com/2017/10/11/reprints-zeros-peter-watts/,tor.com,Tor.com,"We have always fought. War is the furnace that forges new technologies and pushes humanity ever onward. We are the children of a battle that began with fists and sticks, and ended on the brink of a…",./scrape/jsonfiles/PUqaogWLj+qKAGKSMxYB2IvjSNA.json,TRUE
SADTpNJEp1WicXFxxArxnZxbkko=,The Future of Hunger in the Age of Programmable Matter,Sam J Miller,2017-10-18,,Science Fiction;Space Opera,Goni Montes;Jonathan Strahan;Original Fiction;Sam J Miller;The Future Of Hunger In The Age Of Programmable Matter;Tor Com Original,306577,,,https://www.tor.com/2017/10/18/the-future-of-hunger-in-the-age-of-programmable-matter/,tor.com,Tor.com,"A group of friends, a pair of lovers, and the tussle between love, addiction, and what comes next. Otto, a former addict, grateful and indebted to his lover Trevor, is faced with temptation and the…",./scrape/jsonfiles/k7F-xMBkHCQp88FgO2q5M0L00pQ.json,TRUE
uGPLLnXBiwPFG5Ym686VZUfoUqw=,The Legend of Sleepy Hollow,Washington Irving,2017-10-27,,,Classics;Ghosts;Horror;Reprints;Sleepy Hollow;Stories;The Headless Horseman;The Legend Of Sleepy Hollow;Washington Irving,134236,,,https://www.tor.com/2017/10/27/the-legend-of-sleepy-hollow-2/,tor.com,Tor.com,Read the entirety of The Legend of Sleepy Hollow by Washington Irving for free on Tor.com.,./scrape/jsonfiles/wAo+FqXEJotb2wDnI8GRg8LjzHU.json,TRUE
3bmVIv++RoU5yDn32YLLly09l48=,Bitter Grounds,Neil Gaiman,2017-10-31,,,Bitter Grounds;Ekaterina Slepicka;Fragile Things;Neil Gaiman;Reprints;Rick Berry;Short Fiction,310178,,,https://www.tor.com/2017/10/31/reprints-neil-gamain-bitter-grounds-2/,tor.com,Tor.com,"We hope you enjoy this reprint, which first appeared in the Mojo: Conjure Stories anthology and subsequently in the collection Fragile Things. 1. “Come back early or never come” In every way that c…",./scrape/jsonfiles/jlvMbISVs8JbEI-ijV3V2f72hDI.json,TRUE
Ys/FvwSxJx6mRtq7bERIbaFYViM=,The Tablet of Scaptur,Julia Keller,2017-11-01,,,Ali Fisher;Julia Keller;Micah Epstein;Original Fiction;The Dark Intercept;The Tablet Of Scaptur;Tor Com Original,310575,,,https://www.tor.com/2017/11/01/the-tablet-of-scaptur/,tor.com,Tor.com,"In the 23rd century, there is a radiant world of endless summer where peace is maintained through emotional surveillance performed by a peculiar device called the Intercept. When Violet Crowley, th…",./scrape/jsonfiles/l+m5EQazw+5-wVWPwKD1tMPdzv4.json,TRUE
ereMXos19Kknvb8z/1uL3gu53wY=,This World Is Full of Monsters,Jeff VanderMeer,2017-11-08,,,Ann Vandermeer;Armando Veve;Jeff Vandermeer;Original Fiction;Short Fiction;This World Is Full Of Monsters;Tor Com Original,312283,,,https://www.tor.com/2017/11/08/this-world-is-full-of-monsters/,tor.com,Tor.com,"An alien invasion comes to one man’s doorstep in the form of a story-creature, followed by death and rebirth in a transformed Earth.",./scrape/jsonfiles/+tHv2gkzoIgxTujfyEwu-wOOAdk.json,TRUE
KBJe2+t+FJh8fZ2JndwmmL/9JDI=,The Ghoul Goes West,Dale Bailey,2018-01-17,,,Dadu Shin;Dale Bailey;Ellen Datlow;Fantasy;Novelette;Original Fiction;The Ghoul Goes West;Tor Com Original,329486,,,https://www.tor.com/2018/01/17/the-ghoul-goes-west-dale-bailey/,tor.com,Tor.com,"A fantasy novelette about two brothers, both obsessed with movies—one a not-very-successful screenwriter, the other an academic.",./scrape/jsonfiles/ZxuiOGhuoVeMvixNrReRSJbeGrQ.json,TRUE
8ZhkNEaqfPF4UtOY1qcwUIB1pKQ=,Where Would You Be Now?,Carrie Vaughn,2018-02-07,,,Original Fiction;Short Story Carrie Vaughn;Tor Com Original;Where Would You Be Now,334857,,,https://www.tor.com/2018/02/07/where-would-you-be-now-carrie-vaughn/,tor.com,Tor.com,"The world as they know it is ending; a new one is taking its place. Among the doctors and nurses of a clinic-turned-fortress, Kath is coming of age in this new world, and helping define it. But tha…",./scrape/jsonfiles/iO3rwwp24xsJx99lVqftE2eUzfY.json,TRUE
KfzeQCUPKmSRyaYQU/hm1f0LnGY=,Evernight,Victor Milán,2018-02-14,Wild Cards Original Fiction,,Evernight;George R R Martin;Novelette;Original Fiction;Tor Com Original;Victor Milan;Wild Cards,336564,,,https://www.tor.com/2018/02/14/wild-cards-evernight-victor-milan/,tor.com,Tor.com,"A Wild Cards novelette, “Evernight” takes readers down to the depths of the Parisian catacombs.",./scrape/jsonfiles/Ms1kqffx+KTGWcujQaMbFXPABWg.json,TRUE
dl4cN8Yn56uFCfcUoPXsQcf3mLc=,You Know How the Story Goes,Thomas Olde Heuvelt,2018-02-21,,Horror,Ann Vandermeer;Horror;Original Fiction;Sam Araya;Short Story;Thomas Olde Heuvelt;Tor Com Original;You Know How The Story Goes,338141,,,https://www.tor.com/2018/02/21/you-know-how-the-story-goes-thomas-ole-heuvelt/,tor.com,Tor.com,It’s the same old story. Take a chance and pick up a hitchhiker…,./scrape/jsonfiles/gjVy2359JTB1EN1Dq0BCMeOyvb8.json,TRUE
waItr+DZH432ycFRlEfqNjdaj08=,Breakwater,Simon Bestwick,2018-02-28,,Science Fiction,Breakwater;Goni Montes;Original Fiction;Science Fiction;Simon Bestwick;Tor Com Original,339090,,,https://www.tor.com/2018/02/28/breakwater-simon-bestwick/,tor.com,Tor.com,An engineer is caught up in the war between humans and mysterious creatures beneath the seas that are destroying coastal cities around the world.,./scrape/jsonfiles/iCDqlbEzUdBdcJ1OvDT8xsIXo+E.json,TRUE
YANEMbsbdyQujLp1jvcaZ8Mq/zc=,Our King and His Court,Rich Larson,2018-03-21,,,Ellen Datlow;Jeffrey Alan Love;Original Fiction;Our King And His Court;Rich Larson;Short Fiction;Tor Com Original,348059,,,https://www.tor.com/2018/03/21/our-king-and-his-court-rich-larson/,tor.com,Tor.com,A futuristic story about a high-ranking soldier in a criminal gang who has conflicting loyalties to his monstrous boss and that boss’s innocent young son.,./scrape/jsonfiles/JeBdjerAOii6pW4Sg8qR+ZVLidk.json,TRUE
6C0LU2GFc5hvlW0jOOwj+8jg1yI=,Under The Spinodal Curve,Hanuš Seiner,2018-03-28,,Science Fiction,Brent Hardy Smith;Hanus Seiner;Julie Novakova;Original Fiction;Science Fiction;Short Fiction;Tor Com Original;Translation;Under The Spinodal Curve,349443,,,https://www.tor.com/2018/03/28/under-the-spinodal-curve-hanus-seiner/,tor.com,Tor.com,"Near the vast steelworks of Karshad, a journalist has fallen in love with the residual personality of a metallurgist, but what will happen when realliance—and forgetting—comes?",./scrape/jsonfiles/3bZTd-EjO1uD9Aw2j9NhtN8HDR8.json,TRUE
s475bFCJnP1+5H+1dHfjPkwQboM=,Played Your Eyes,Jonathan Carroll,2018-04-04,,Fantasy,Armando Veve;Ellen Datlow;Fantasy;Jonathan Carroll;Original Fiction;Played Your Eyes;Tor Com Original,351052,,,https://www.tor.com/2018/04/04/played-your-eyes-jonathan-carroll/,tor.com,Tor.com,"A fantasy about a woman bequeathed an odd gift by a former lover who broke up with her, then died—his handwriting. Why did he do this and what does it mean?",./scrape/jsonfiles/JWQXY+gVnbp3I84M4fyc0fabEx8.json,TRUE
DMMdYy0GzbyycUSxJ6psISVd+J0=,The Heart of Owl Abbas,Kathleen Jennings,2018-04-11,,,Fantasy;Kathleen Jennings;Original Fiction;The Heart Of Owl Abbas;Tor Com Original,352574,,,https://www.tor.com/2018/04/11/the-heart-of-owl-abbas-kathleen-jennings/,tor.com,Tor.com,A composer in an unstable city-state accidentally discovers the perfect singer for his work—a clockwork man—and sows the seeds of revolution.,./scrape/jsonfiles/BD7HmDyDlluAGfVsCrXZYxiP2JE.json,TRUE
Ljw8XZhb4wRM1U5u7abvEkmggwA=,Worth Her Weight in Gold,Sarah Gailey,2018-04-18,,,Alternate History;American Hippo;Goni Montes;Original Fiction;River Of Teeth;Sarah Gailey;Taste Of Marrow;Tor Com Original;Tordotcom Publishing;Worth Her Weight In Gold,353800,,,https://www.tor.com/2018/04/18/worth-her-weight-in-gold-sarah-gailey/,tor.com,Tor.com,"Winslow Remington Houndstooth, notorious outlaw, handsomest heartbreaker in the American South, has just finished a lucrative job, but he’s faced with a hippo-sized problem that would test ev…",./scrape/jsonfiles/kW125GvazfwCnZC4phzkb+o26W4.json,TRUE
2iTd1Wp3S8JLHE4eVcAZ5HLvP0E=,Into the Gray,Margaret Killjoy,2018-04-25,,Fantasy,Alyssa Winans;Diana Pho;Into The Gray;Margaret Killjoy;Original Fiction;Tor Com Original,355409,,,https://www.tor.com/2018/04/25/into-the-gray-margaret-killjoy/,tor.com,Tor.com,"One is the Lady of the Waking Waters, an immortal mermaid. The other is a thief, who steals lives until a wish can be fulfilled, and a life-changing choice must be made.",./scrape/jsonfiles/AcdBDu85DYi42Re61xPlbOQBpv8.json,TRUE
Qc3IcSlpoRebxBE0PytnK4R/grQ=,The Flight of Morpho Girl,Caroline Spector; Bradley Denton,2018-05-02,Wild Cards Original Fiction,,Bradley Denton;Caroline Spector;George R R Martin;John Picacio;Original Fiction;The Flight Of Morpho Girl;Tor Com Original;Wild Cards,356941,,,https://www.tor.com/2018/05/02/flight-of-morpho-girl-caroline-spector-bradley-denton/,tor.com,Tor.com,"Wild Cards Universe. Adesina, known as “Morpho Girl,” is used to handling the weird that is her everyday, but life has dealt her a tricky new hand. What’s a newly-teenaged joker n…",./scrape/jsonfiles/DScYppy+tokzdbRYxwZCzhehl2c.json,TRUE
IzLFmO7eclTXq5vC+n+m0R/JyXE=,Grace’s Family,James Patrick Kelly; Www Jimkelly Net,2018-05-16,,Science Fiction;Space Opera,Graces Family;James Patrick Kelly;Jun Cen;Original Fiction;Science Fiction;Space Opera;Tor Com Original,360445,,,https://www.tor.com/2018/05/16/graces-family-james-patrick-kelly/,tor.com,Tor.com,"The mission: to survey the galaxy and beyond. An endless stream of probes and starships heading out into the universe, surveying, cataloguing, assaying. Forever. And on board those ships, the intre…",./scrape/jsonfiles/ITzTzv2dHttOOhjSyh-S6u1Swjs.json,TRUE
3hUjNXdly8o54jS4Wgi5+KHOAS0=,The Guile,Ian McDonald,2018-05-22,,,Ian Mcdonald;Original Fiction;Science Fiction;Short Story;The Guile;Tor Com Original,361784,,,https://www.tor.com/2018/05/22/the-guile-ian-mcdonald/,tor.com,Tor.com,"When an AI that monitors casino gambling in Reno taunts a magician by revealing all his tricks, the magician is determined to exact his revenge.",./scrape/jsonfiles/QKUB29f2FvcXNEaoN+wzVqDJp94.json,TRUE
P431gGL0j+7q76Jpo6L3Gl8O6iA=,Yiwu,Lavie Tidhar,2018-05-23,,Space Opera,Feifei Ruan;Jonathan Strahan;Lavie Tidhar;Original Fiction;Space Opera;Tor Com Original;Yiwu,361982,,,https://www.tor.com/2018/05/23/yiwu-lavie-tidhar/,tor.com,Tor.com,"For a humble shopkeeper in Yiwu, it’s a living, selling lottery tickets. Until a winning ticket opens up mysteries he’d never imagined.",./scrape/jsonfiles/g+k5cBxXv1lm-OhXNXN-vF4yiuU.json,TRUE
LyHZI/uch7BNcOro2zAjGW1n50c=,Black Friday,Alex Irvine,2018-05-30,,,Alex Irvine;Black Friday;Jonathan Strahan;Kyle Stecker;Original Fiction;Tor Com Original,363796,,,https://www.tor.com/2018/05/30/black-friday-alex-irvine/,tor.com,Tor.com,"In a dark future America where consumerism and gun culture are unchecked, a young family teams up to celebrate the first shopping day of the Christmas season in the most patriotic possible.",./scrape/jsonfiles/-lKo6osvUNSfyCfeMuxBse5GYCU.json,TRUE
S+IlNfvf16hxs8Gn0R6yOwcXbOA=,Meat And Salt And Sparks,Rich Larson,2018-06-06,,Detective;Science Fiction,Ellen Datlow;Meat And Salt And Sparks;Original Fiction;Rich Larson;Scott Bakal;Short Fiction;Tor Com Original,365620,,,https://www.tor.com/2018/06/06/meat-and-salt-and-sparks-rich-larson/,tor.com,Tor.com,A futuristic murder mystery about detective partners—a human and an enhanced chimpanzee—who are investigating why a woman murdered an apparently random stranger on the subway.,./scrape/jsonfiles/foZtmXz1epH9zcLR9CTiupxohrU.json,TRUE
h6hly456dt0DJ3xLIi8sMEktS0w=,Recoveries,Susan Palwick,2018-06-20,,Science Fiction,Ellen Datlow;Jasu Hu;Original Fiction;Recoveries;Science Fiction;Short Fiction;Susan Palwick;Tor Com Original,369611,,,https://www.tor.com/2018/06/20/recoveries-susan-palwick/,tor.com,Tor.com,"Two women who have been friends since they were children—one a recovering alcoholic brought up by parents who believe they’re alien abductees, the other an orphan with an eating disorder—contend wi…",./scrape/jsonfiles/pqu53lwNjagIfDxPzvRfiALYsYI.json,TRUE
8Rnaz+7RzZnaJv+ZNQuFlXobYcQ=,The Need for Air,Lettie Prell,2018-06-27,,Science Fiction,Diana Pho;Lettie Prell;Mary Haasdyk;Original Fiction;Science Fiction;The Need For Air;Tor Com Original,371319,,,https://www.tor.com/2018/06/27/the-need-for-air-lettie-prell/,tor.com,Tor.com,A mother. A son. A virtual world they both share where each could live forever and achieve their fullest potential. Until one of them decides that isn’t enough for life.,./scrape/jsonfiles/3p3Ev23d3pE2rEdpBaLLqm0jNnM.json,TRUE
HpsWghkECwkUNzWfLo9C5imN7bM=,The Last Banquet of Temporal Confections,Tina Connolly,2018-07-11,,,Anna And Elena Balbusso;Fantasy;Original Fiction;The Last Banquet Of Temporal Confections;Tina Connolly;Tor Com Original,374372,,,https://www.tor.com/2018/07/11/the-last-banquet-of-temporal-confections-tina-connolly/,tor.com,Tor.com,"A young food taster to the Traitor King must make a difficult choice in this story of pastries, magic, and revenge.",./scrape/jsonfiles/MJ7RiErK7xN2kU5am7+n1ys-5AA.json,TRUE
hkcIeExL5cEe9u0GddL+tOV/2g8=,The Nearest,Greg Egan,2018-07-19,,,Ashley Mackenzie;Detective Fiction;Greg Egan;Original Fiction;The Nearest;Tor Com Original,376519,,,https://www.tor.com/2018/07/19/the-nearest-greg-egan/,tor.com,Tor.com,"When a detective, a new mother, is assigned to the case of a horrific triple murder, it appears to be a self-contained domestic tragedy–but it slowly becomes clear that something much darker …",./scrape/jsonfiles/0A2pprfB79rJmqegflRQ3cMKqtI.json,TRUE
1MW5mz6hA1tRarQ4/KSXrGh2eOE=,Loss of Signal,S B Divya,2018-08-01,,Science Fiction,Loss Of Signal;Original Fiction;S B Divya;Science Fiction;Tor Com Original,379387,,,https://www.tor.com/2018/08/01/loss-of-signal-sb-divya/,tor.com,Tor.com,"Toby Benson has a chance to make history. The first mind to circle the moon without a body in tow. It’s a golden opportunity, perhaps the only chance for a 19-year-old whose body failed him t…",./scrape/jsonfiles/+W9YRlvdW1CJL69UHdNymi3szWQ.json,TRUE
siYdx1+C/0wKzeN+K5mbQ3esywc=,Read Abbey Mei Otis’ “Sweetheart”,Abbey Mei Otis,2018-08-14,,Science Fiction,Abbey Mei Otis;Alien Virus Love Disaster;Reprint;Science Fiction;Small Beer Press;Sweetheart;Tor Com Original,382687,,,https://www.tor.com/2018/08/14/read-abbey-mei-otis-sweetheart/,tor.com,Tor.com,"Paxton and the neighbor’s kid are inseparable—sweethearts, even, and Paxton barely six. He doesn’t mind her antennae and clicking mandibles at all….",./scrape/jsonfiles/Qjixc2wxhxWbDFmGcEiTsogLCdQ.json,TRUE
9mU2qDfr8yTLQ3yYURaVfOBahxw=,No Flight Without the Shatter,Brooke Bolander,2018-08-15,,Science Fiction,Brooke Bolander;Fairy Tales;No Flight Without The Shatter;Original Fiction;Science Fiction;Short Fiction;Tor Com Original;Victo Ngai,383084,,,https://www.tor.com/2018/08/15/no-flight-without-the-shatter-brooke-bolander/,tor.com,Tor.com,"After the world’s end, the last young human learns a final lesson from Earth’s remaining animals.",./scrape/jsonfiles/dliQ0PaXYR7ob-j8Mbc7k8jQyiw.json,TRUE
w2fxQThGz/+lQTQvBl7m8RsPzP4=,The Kite Maker,Brenda Peynado,2018-08-29,,Science Fiction,Brenda Peynado;Original Fiction;Science Fiction;Short Fiction;The Kite Maker;Tor Com Original,387119,,,https://www.tor.com/2018/08/29/the-kite-maker-brenda-peynado/,tor.com,Tor.com,"When an alien walks into a human kite maker’s store, coveting her kites, the human struggles with her guilt over her part in the alien massacres…",./scrape/jsonfiles/EK6jHiIINus3T0qO8AGEasje+Uo.json,TRUE
dZIKM5Et9GkiZ+8/Ygp7B9lTa2A=,Triquetra,Kirstyn McDermott,2018-09-05,,Dark Fantasy;Fairy Tales And Folklore,Audrey Benjaminsen;Dark Fantasy;Ellen Datlow;Fairy Tales;Kirstyn Mcdermott;Original Fiction;Tor Com Original;Triquetra,389015,,,https://www.tor.com/2018/09/05/triquetra-kirstyn-mcdermott/,tor.com,Tor.com,"After marrying the prince and having her own child, Snow White visits her stepmother—promising to kill her in ever more horrible ways, at the same time attempting to stay away from the mirror that …",./scrape/jsonfiles/WXMxGj08VLrdjifx-aUmandBECo.json,TRUE
6/DwDQfWWfwiIg1VzuyXot2xAjI=,Nine Last Days on Planet Earth,Daryl Gregory,2018-09-19,,Science Fiction,Daryl Gregory;Keith Negley;Nine Last Days On Planet Earth;Original Fiction;Science Fiction;Space Opera;Tor Com Original,393206,,,https://www.tor.com/2018/09/19/nine-last-days-on-planet-earth-daryl-gregory/,tor.com,Tor.com,"When the seeds rained down from deep space, it may have been the first stage of an alien invasion—or something else entirely.",./scrape/jsonfiles/+1q5EkaiqvqdbGp4vvt1nUa1vnY.json,TRUE
+q38/7GP2iPbUmxZxA97wnJJgj4=,AI and the Trolley Problem,Pat Cadigan,2018-10-17,,Science Fiction,Ai And The Trolley Problem;Mary Haasdyk;Original Fiction;Pat Cadigan;Science Fiction;Short Fiction;Tor Com Original,402001,,,https://www.tor.com/2018/10/17/ai-and-the-trolley-problem-pat-cadigan/,tor.com,Tor.com,"A provocative story about the relationship between the humans on a British airbase and the AI security system that guards that base. When a group of humans are killed, the question is who is respon…",./scrape/jsonfiles/DoQVhj7NBUYpiMbqz6-mmJCB26E.json,TRUE
WlELhRKRPzxhbr3iIR1Io2bEOyY=,Fitting In,Max Gladstone,2018-10-24,Wild Cards Original Fiction,,Fitting In;George R R Martin;John Picacio;Max Gladstone;Original Fiction;Tor Com Original;Wild Cards,404067,,,https://www.tor.com/2018/10/24/fitting-in-max-gladstone/,tor.com,Tor.com,"A Wild Cards story. A failed contestant of the superhero reality TV show, American Hero, Robin Ruttiger now works as a high school guidance counselor to reluctant students. Things change, however, …",./scrape/jsonfiles/VRYIlEUAkz-AqrkQd4EILq+6nNw.json,TRUE
0HJBnpLFWKLmJl5UqehQWxZXC78=,Bread and Milk and Salt,Sarah Gailey,2018-11-07,,,Bread And Milk And Salt;Reprints;Robots Vs Fairies;Sarah Gailey;Short Fiction,407698,,,https://www.tor.com/2018/11/07/reprints-bread-and-milk-and-salt-sarah-gailey/,tor.com,Tor.com,"Not all things are built to obey… Reprinting Sarah Gailey’s “Bread and Milk and Salt,” originally published in Robots Vs. Fairies (Saga Press, 2018).",./scrape/jsonfiles/At42tVvsh5xwomycvk8jWQ7xtqw.json,TRUE
yoDm8rDo0VA2FEIaOR3xpsMfLdY=,The Word of Flesh and Soul,Ruthanna Emrys,2018-11-14,,Fantasy,Fantasy;Original Fiction;Rovina Cai;Ruthanna Emrys;The Word Of Flesh And Soul;Tor Com Original,409544,,,https://www.tor.com/2018/11/14/the-word-of-flesh-and-soul-ruthanna-emrys/,tor.com,Tor.com,"The language of the originators defines reality, every word warping the world to fit its meaning…",./scrape/jsonfiles/nrS5o1W4-IMdxtwtqu-NmVE7tj0.json,TRUE
I15IHW3I/jWTpBUezIzRtzZfL/g=,The Last Voyage of Skidbladnir,Karin Tidbeck; Www Karintidbeck Com,2019-01-14,,,Karin Tidbeck;Original Fiction;Short Fiction;The Last Voyage Of Skidblandir;Tor Com Original,424281,,,https://www.tor.com/2019/01/14/karin-tidbeck-the-last-voyage-of-skidbladnir/,tor.com,Tor.com,"Life on the transdimensional ship Skidbladnir is a strange one. The new janitor, Saga, finds herself in the company of an officious steward-bird, a surly and mysterious engineer, and the shadowy Ca…",./scrape/jsonfiles/sAjJ-xWQ3Y0PU5qhPVmHiC5d39Q.json,TRUE
RXMi1mVLZDqXUruRpBAB4X97K0M=,Beyond the El,John Chu,2019-01-16,,Science Fiction,Beyond The El;John Chu;Original Fiction;Science Fiction;Tor Com Original,425978,,,https://www.tor.com/2019/01/16/beyond-the-el-john-chu/,tor.com,Tor.com,"Connor is a food crafter just getting back into the business after his mother’s death. To cope with his grief, Connor spends day after day recreating her potstickers, but they are never quite what …",./scrape/jsonfiles/KO3V-AcqWYFLex2VgzHLCzQzDMw.json,TRUE
HrB7Z6qM1LcacCWY9HgMwKfPdWI=,"His Footsteps, Through Darkness and Light",Mimi Mondal,2019-01-23,,Fairy Tales And Folklore,Fairy Tales;Folklore;His Footsteps Through Darkness And Light;Kashmira Sarode;Marco Palmieri;Mimi Mondal;Original Fiction;Short Fiction;Tor Com Original,427910,,,https://www.tor.com/2019/01/23/his-footsteps-through-darkness-and-light-mimi-mondal/,tor.com,Tor.com,An act of compassion puts a trapeze master in India on a collision course with a terrifying supernatural power.,./scrape/jsonfiles/LlO0m7qBQgG28xaF7F56AuO26v8.json,TRUE
hBTDGjlyj5n0sXA09t3pSHzUzHE=,"Circus Girl, The Hunter, and Mirror Boy",Neon Yang,2019-01-30,,,Ann Vandermeer;Ashley Mackenzie;Edited By Ann Vandermeer;Jy Yang;Original Fiction;Short Fiction,429525,,,https://www.tor.com/2019/01/30/circus-girl-the-hunter-and-mirror-boy/,tor.com,Tor.com,"As an orphaned sixteen-year-old, Lynette was haunted by the ghost of Mirror Boy, the drowned child who replaced her reflection. Ten years later, she’s built herself a new life, but all that is thre…",./scrape/jsonfiles/E0dUqKe7oPsi1n70k8eE61wXiPo.json,TRUE
56Bmp1gUBZjgsUnf88YHvLTQBVo=,Deriving Life,Elizabeth Bear,2019-01-31,,,Beth Meacham;Edited By Beth Meacham;Elizabeth Bear;Mary Haasdyk;Original Fiction;Short Fiction;Tor Com Original,429791,,,https://www.tor.com/2019/01/31/deriving-life/,tor.com,Tor.com,"Love has no time limits, but life does. Elizabeth Bear gives us a future where life and love and identity have so many more options than they do today.",./scrape/jsonfiles/82PPEGoWutRoM0AexXUz4BR0knM.json,TRUE
6x734jIQGYPYHv0vxD3Z/1cEjT8=,Articulated Restraint,Mary Robinette Kowal,2019-02-06,,Science Fiction,Articulated Restraint;Lady Astronaut;Mary Robinette Kowal;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,431301,,,https://www.tor.com/2019/02/06/articulated-restraint-mary-robinette-kowal/,tor.com,Tor.com,"Being a Lady Astronaut means being twice as dedicated, and twice as good as everyone else. And sometimes, handling a test run that has turned deadly serious.",./scrape/jsonfiles/UwkzGUrg8lQZInmbQjPKv7Hmw18.json,TRUE
n4ZXtkJHkKe3x/UcMdADL5CEwdI=,The Song,Erinn L Kemper,2019-02-13,,Science Fiction,Erinn L Kemper;Mary Haasdyk;Original Fiction;Science Fiction;The Song;Tor Com Original,433284,,,https://www.tor.com/2019/02/13/the-song-erinn-kemper/,tor.com,Tor.com,"A powerful near future story about two people on a whale-processing rig: one a researcher, the other a worker—and the discovery they make by listening to whale song.",./scrape/jsonfiles/Ku87omMd2PLlPJqO+xSd-EbMUlM.json,TRUE
XUG7765P78CWbe6JjQVmmNjnmdk=,Old Media,Annalee Newitz,2019-02-20,,Cyberpunk;Romantic,Annalee Newitz;Cyberpunk;Old Media;Original Fiction;Romance;Soufiane Mengad;Tor Com Original,435438,,,https://www.tor.com/2019/02/20/old-media-annalee-newitz/,tor.com,Tor.com,"The story of a freed slave and a robot professor, trying to figure out what it means to be in love while they watch old anime from the 21st century.",./scrape/jsonfiles/-y7Orsk1bbKrvMTjlA5KM4DfhGA.json,TRUE
RiP6OzCZCTe7lWdKZcsqi378NTA=,Knowledgeable Creatures,Christopher Rowe,2019-03-06,,Fantasy,Armando Veve;Christopher Rowe;Ellen Datlow;Fantasy;Knowledgeable Creatures;Original Fiction;Tor Com Original,439243,,,https://www.tor.com/2019/03/06/knowledgeable-creatures-christopher-rowe/,tor.com,Tor.com,"A dog detective is hired by a female human to investigate a murder that she committed. But of course, all is not as it seems.",./scrape/jsonfiles/o7lOo22KDKxfC2-mVYU+b9eDcH0.json,TRUE
3bqG7Rfu/TLu1XaGHk2sOTRRLUY=,How to Move Spheres and Influence People,Marko Kloos,2019-03-27,Wild Cards Original Fiction,,George R R Martin;How To Move Spheres And Influence People;Marko Kloos;Original Fiction;Short Fiction;Tor Com Original;Wild Cards,444494,,,https://www.tor.com/2019/03/27/how-to-move-spheres-and-influence-people-marko-kloos/,tor.com,Tor.com,A Wild Cards story. An outcast learns how fit in at her school…,./scrape/jsonfiles/uzam+alTBtulHK+mqItyBPiRsUs.json,TRUE
ImeMztdXo9YX5G05ItwG5hCJXDo=,One/Zero,Kathleen Ann Goonan; Www Goonan Com,2019-04-03,,Science Fiction,Ellen Datlow;Kathnleen Ann Goonan;Keith Negley;Novelette;One Zero;Original Fiction;Science Fiction;Tor Com Original,446435,,,https://www.tor.com/2019/04/03/one-zero-kathleen-ann-goonan/,tor.com,Tor.com,A near-future novelette about the surge in AI that might bring hope to humanity if it’s used well.,./scrape/jsonfiles/sM3oi0pPoo1RTWyIqNKx-ZynpB0.json,TRUE
udOWvyyYcrJr8MAs+qKc+atHZP8=,Blue Morphos in the Garden,Lis Mitchell,2019-04-04,,Magical Realism,Blue Morphos In The Garden;Cory Skerry;Lis Mitchell;Magical Realism;Mary Haasdyk;Original Fiction;Tor Com Original,446444,,,https://www.tor.com/2019/04/04/blue-morphos-in-the-garden-lis-mitchell/,tor.com,Tor.com,"When Vivian and her daughter witness the family matriarch die without leaving a corpse, Vivian can no longer ignore the family “gift” or the choice that lies before her.",./scrape/jsonfiles/NHyIOoYpTQFrOtY+zSGjnNi5wWE.json,TRUE
qxcVeYdusHDxnTNe5kqn/uPwhmU=,Painless,Rich Larson,2019-04-10,,Science Fiction,Eli Minaya;Ellen Datlow;Original Fiction;Painless;Rich Larson;Science Fiction;Tor Com Original,447308,,,https://www.tor.com/2019/04/10/painless-rich-larson/,tor.com,Tor.com,"A man who can’t feel pain has been bioengineered to be a killing machine, but he refuses to give in to his fate.",./scrape/jsonfiles/fMU8lBrENHJFS-NUHW4T+6HrgT8.json,TRUE
Yen6F1rf7byQRQ4WFch86+V8y2M=,Mama Bruise,Jonathan Carroll,2019-04-17,,Dark Fantasy;Horror,Dark Fantasy;Ellen Datlow;Horror;Jonathan Carroll;Mama Bruise;Mark Smith;Original Fiction;Tor Com Original,449906,,,https://www.tor.com/2019/04/17/mama-bruise-jonathan-carroll/,tor.com,Tor.com,"A couple is concerned when their dog behaves increasingly bizarrely: first to their chagrin, and, eventually, to their alarm.",./scrape/jsonfiles/KpPK8xX2DzdQwsnJvjZLqTGk0Ac.json,TRUE
