fingerprint,title,author,issue,date,categories,tags,id,license,comments,source-hostname,hostname,source,excerpt,filename,has_text
E0ohzi06WuvbFwuCjmz1+C293AY=,Even Robots Can Cry,Sam Kyung Yoo,76,2020-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/even-robots-can-cry,There’s a buzzing in Simon’s head. Like a dying fluorescent light.,./scrape/jsonfiles/1byDOtOeitIQRR0DC5QdWNMXpE8.json,TRUE
1pliJBUPaBo/PLg5kfYdqu2Lg/o=,Bubbles and His Biped,Mary Berman,68,2019-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/bubbles-and-his-biped,"Actually, MacKenzie liked the apocalypse.",./scrape/jsonfiles/Vm+XcuDh9KkO89ZWObl0U0yV8CQ.json,TRUE
dzX426JomyX/7yib0eAsywepyyk=,All the Time We've Left to Spend,Alyssa Wong,62,2018-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/all-the-time-weve-left-to-spend,"When she got to Yume’s room, the first thing Ruriko did was slip off her mask and remove her prosthetic jaw. There was an ache in her fake bottom teeth. It w...",./scrape/jsonfiles/8diiuB82KE98SN0IjoqZNLJ7aJc.json,TRUE
VZo7F6Xim+scnnVDNwUazSQ+yRw=,Hope for Enthos,Addison Smith,10,2014-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue10/chapter/hope-for-enthos/,"The muted horns of passing cars drifted up to Enthos, where he sat on his ledge, peering over the street. The familiar lights and sounds were both comforting...",./scrape/jsonfiles/xJszQauMkiEecNynnFAXn6Es0sA.json,TRUE
US4/ikKc+tnVIMQk4IO3ZM38e8k=,Remaker Remaker,Lucas J. W. Johnson; illustrated by Galen Dara,3,Winter 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue3/chapter/remaker-remaker/,"I’ve Remade things before, but I never thought I’d get the opportunity to do this.",./scrape/jsonfiles/ZsHhtmiq1Wp2x7ZwnhoUUgd21Io.json,TRUE
iB9bBM3Kb9RcEWros0hPXW7p0Sk=,Souls,Kate Francia,95,2021-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/souls,"Nina hunched over her desk with her wings curled around her. Three more files, and then she could take a break. Name on the file: Jared Edgecombe. Software d...",./scrape/jsonfiles/nRd8Nsptq3CWzvTebNMRNS7p9S8.json,TRUE
z1kFj/GqrIqR3GhyFrLkxxn9oE8=,Balance Point,Sarah Goslee,42,2017-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/balance-point,"Nik stood against the wall, waiting until Master Aidan needed something. Now and then the fire required more wood, or something had to be fetched, or tea bre...",./scrape/jsonfiles/dhu0h08UqW62khuekxOpDgzOXXo.json,TRUE
NJAtvGE1srZCQZOURxMR8Z+xm7U=,Repossession,Jonas David; illustrated by Galen Dara,13,2014-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue13/chapter/reposession/,The echo of Marco’s footsteps mixed with the pattering of the rain as he stepped off the main road and into the alleyway. It seemed like it hadn’t stopped ra...,./scrape/jsonfiles/jhE0Fj7iWddUJniPZN2YTxAl+JU.json,TRUE
ycpDJVyYeXumt2w8oKVdWXhoQyI=,An Army of Bees,Caroline M. Yoachim,33,2016-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue33/chapter/an-army-of-bees/,"Last winter, my veins held only blood and not an army of nanobots. You were four, and I thought my fatigue was a normal side effect of parenthood. Surely the...",./scrape/jsonfiles/QUSQ6724SJ8wmqkVrPi8Cuq-VlA.json,TRUE
u04xk3scATq1wgFF0meAs5mLfcw=,The Work,Alexandre Stone,16,2014-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue16/chapter/the-work/,"The rafters shook with each impact of the battering ram, sending cascades of dust drifting down over her schematics. She ignored them and turned back to her ...",./scrape/jsonfiles/CkLjZMkZpSmHtBLK-ysA2EB+HLM.json,TRUE
KIJH6bdFmQVNr0ja9pA02nDY9lA=,Akhulume,Larissa Irankunda,78,2020-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/akhulume,"The first time they ask you your name, you say it quickly.",./scrape/jsonfiles/LdwUkfHaS1kovnQZBo9pnWTjUw0.json,TRUE
ZAJ0WcStvxvvMIrXVQDGrqBBqMw=,"The Blanched Bones, the Tyrant Wind",Karen Osborne; illustrated by Bernard Lee,65,2019-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-blanched-bones-the-tyrant-wind,"The city lives because we die: we, the shivering, bloody few, the girls who climb the diamond stair in the winter to serve ourselves to the dragon.",./scrape/jsonfiles/wuM61xz5VqLkF7sFfobL+sCPO9c.json,TRUE
MdJmotk0+aFctjiEhdzQrWHLoRQ=,Lost Girl,Catherine Lundoff,72,2019-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/lost-girl,"This is the way the story goes: a young woman, alone in the world, in a dilapidated house by the sea or on the moors. Perhaps she is a governess, a companion...",./scrape/jsonfiles/3eLRa5IGCTc9DYQg240Nu0C2nhE.json,TRUE
MjHxYzLEw/L8k+lu2IG7p+I/ZFM=,Katabasis,Jen R Albert,22,2015-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue22/chapter/katabasis/,"Resurrection just isn’t what it used to be. You don’t need a golden lyre or a silver tongue or wings that buffet life. All it takes is a consent form, an MRI...",./scrape/jsonfiles/5KuZbb7mzsT4LiTPqbhc14daf4I.json,TRUE
rc0i9sKCQuhRyzEoAkBtM0rXj8Q=,La caja,un cuento corto por Iliana Vargas,71,2019-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/la-caja,"Debía recorrer sólo cinco estaciones del metro, pero aun así me acomodé junto a una de las puertas del vagón y continué con la lectura de un cuento sobre hip...",./scrape/jsonfiles/wq5YX3LhR6odP2e6skTQ4ywFnfA.json,TRUE
WQGZ/yXN76F5Mz0hR6NG7STONgw=,And I Never Named Her,Renee Christopher,61,2018-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/and-i-never-named-her,"I opened and shut my mouth like a fish, trying to absorb any moisture I could, wishing for a hint of a breeze. Nemet was the hottest place I’d ever been to. ...",./scrape/jsonfiles/tk1st5lC-KiSr2anRntOW7KiJA4.json,TRUE
aIoTqT7F2nF9xFTqgcaRDVg9iH8=,who i am,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/who-i-am,"i told you i was a river and you bathed in me, leaving me cleaner. with rocks from my bed you lined your walls, and now i am home.",./scrape/jsonfiles/czpzZkXBMSAgVf5OvFDC-sri-RY.json,TRUE
+5c79CXGuqBqFOYKkazlhnizwJA=,The Night the River Meets the Sky,Lina Rather,99,2022-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-night-the-river-meets-the-sky,Lisa knelt by the edge of the water as the solstice moon rose far overhead. She checked her watch — not quite midnight — and the shimmer on the water was sti...,./scrape/jsonfiles/AiY1fuxgmeZ4YcbDIJgN8McT1As.json,TRUE
Go8XrAXo3PpvRuem2oENHIAk2Jc=,Haunted,Sarah Gailey; illustrated by Galen Dara,31,2016-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue31/chapter/haunted/,Content note: This story explores themes of domestic violence.,./scrape/jsonfiles/t4AWficJb1eyF+AufCKmKX7P5Gs.json,TRUE
yNSItondLJ26Gx8JaYb+wvOkj9k=,Mistakes Were Made,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue4/chapter/the-forever-endeavor-part-one/,"Surf City, Long Beach Island, New Jersey: July 15th, 2011",./scrape/jsonfiles/emSD+86S-MgM89Aw1X3RVFhNVos.json,TRUE
2tRac4XJrNRuXIVfH7PPC8fZs+k=,Looking for Bad Guys,Jake Kerr,5,2013-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue5/chapter/looking-for-bad-guys/,"Carter’s mom pinned the cape around his shoulders, brushed out the folds, and then stood back. Carter glanced in the mirror and nodded. A superhero looked ba...",./scrape/jsonfiles/Mz59tYjFn+AmfPHUgRZq92zBwsY.json,TRUE
wXAdzpMU+cwSRxaKpOqumRUHH4E=,Singing Wings,Keffy R. M. Kehrli,27,2015-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue27/chapter/singing-wings/,"When Aduaa and Lakeisha started dating, one of the first things they discussed was the difficulty of being together as human and as chrysilinid. Specifically...",./scrape/jsonfiles/9oJhVXZGHK57WTljM8c4VjXnfaY.json,TRUE
Q03CYdjN7YPIewWSqY0cHMBC9fI=,An Ōgama Tale in Seven Voices,Betsy Aoki,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/an-ogama-tale-in-seven-voices,The Spinning Wheel,./scrape/jsonfiles/0YmcGLjt6QEjRA0KutYxQQ9Jh-k.json,TRUE
ptXSvM3Tb5XD6dzPqyrk0srxuXA=,"Hands Made for Weaving, With Nails Sharp as Claws",Eden Royce,65,2019-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/hands-made-for-weaving-with-nails-sharp-as-claws,"The blue house beside the big salt kept its secrets, as did the world weaver who lived there. It stood on the crest of a bluff, overlooking the sea, its clap...",./scrape/jsonfiles/zzzjXKR7i4yH5bpK0qpAdQoHhEw.json,TRUE
U8r3doks3NC74ZAcARQutMeh0F4=,The Empathy Lessons,Hal Y. Zhang,95,2021-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-empathy-lessons,"First flush jasmine, opium-sweet, a floral body dipping in the mattress of my tongue but not real; neither are the visitors, blinking at their new bodies in ...",./scrape/jsonfiles/MCYyoqnP9uxqX6EJ6O7Hdsj+pc8.json,TRUE
IYWec2PShdRNC2v01PL8F6O40DU=,"A Single, Stolen Night",Memory Scarlett,9,2014-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue9/chapter/a-single-stolen-night/,"Talia painted her lips blue and went down, down, down to the Market Level ball.",./scrape/jsonfiles/K30SushIYj9UzYe-Ux7XZhzndFg.json,TRUE
R8+YaNSJbh5/txk5Z5uOia2KQwE=,John Fisher,Daniel Abraham; illustrated by Galen Dara,3,Winter 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue3/chapter/john-fisher/,"Well, this would have been about three years ago now, just before my stepdaughter went into first grade. She was still in the process of getting used to me b...",./scrape/jsonfiles/MZSK9tiIF8C1BLZ8Ob1CG0Lx8sw.json,TRUE
+7vqIGksIgXzBHkfP3UDOWclorw=,The Book of the Blacksmiths,Martin Cahill,100,2022-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-book-of-the-blacksmiths,DAY ONE,./scrape/jsonfiles/M7j9Vu4wqE7621KLickcCb8i9r8.json,TRUE
w6U/KvzNYVJtglF1SklP7wKmx9s=,Partially True (But Mostly Not),Sherin Nicole,74,2019-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/partially-true-but-mostly-not,"The thing that was neither true nor fully a lie often slept beside her. Some days, if she didn’t wake up fast enough, it would go out and live in her shoes. ...",./scrape/jsonfiles/b65Hvfg5EaMJFyXFMkeIHuHnEy8.json,TRUE
8LShwVmQZ0z+plljAp7ozDha26A=,Three Laws,Andrea Phillips; illustrated by ,46,2017-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/three-laws,"A robot may not harm its owner or, through inaction, allow its owner to be harmed.",./scrape/jsonfiles/1yAEwdoTwaSM6Olfyi4Fhfr5o9Q.json,TRUE
gaD/6Q7BzLuQPMfJcpChC4BjFU8=,Balompié,Ana Hurtado,66,2019-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/balompie,"It happens every couple of weeks. Mostly by knifing, once the boys reach the outskirts of Atahualpa Stadium, yards away from the fútbol crowds but still near...",./scrape/jsonfiles/6VidvBfrFVLsCQ5GOhnUMLDBLKw.json,TRUE
awzt/H4fbn2sKhrojPt8TiIH2wA=,My Sister Is a House,Zoë Medeiros,67,2019-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/my-sister-is-a-house,"It’s common enough, once or twice a generation. We had a great aunt who became a dagger. Most families have a weapon of some kind, usually a woman, usually a...",./scrape/jsonfiles/0oqaYdBIy-eMS0WOt01126KKEoM.json,TRUE
BVFXu/EJvKI4LXFDpHi7ZY0ny2Q=,Charlie Tries to Interview Her Nanny,Michael Robertson; illustrated by Carlota Suárez,76,2020-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/charlie-tries-to-interview-her-nanny,"“Nanny,” Charlie said, officially, tablet in hand. “Can I ask you something?”",./scrape/jsonfiles/azLFZWuX3UdNTZo00Y9SZdC+yV0.json,TRUE
E/t2eM7+QK3Y0wsz/a+wUy3Xzs8=,Just a Couple Modifications,Kelly C. Stiles,10,2014-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue10/chapter/just-a-couple-modifications/,"The bone saw, please.",./scrape/jsonfiles/I5+MGi59LiucY+zlnmHQdlk2ebo.json,TRUE
6oEI7/BC3ks019xE4Nq79EY5uv4=,Reversal,James Darrow,15,2014-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue15/chapter/reversal/,"“Wake up, Daniel.” Opening my eyes, I saw a man in a gray business suit with slicked-back blond hair.",./scrape/jsonfiles/Qvoog2SlyNtkKTQn2Q4k3WZV6KA.json,TRUE
0CmkWH7Ens5kcMdCCs4r9CNqt04=,The Kingfisher Manifesto,Sarah Goslee,31,2016-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue31/chapter/the-kingfisher-manifesto/,"White wings flashing in the gloom. Kingfisher. Perch, a hoarse rattle; head cocked, black eyes intent as I paddle upstream. Swoop to a new branch; chatter. H...",./scrape/jsonfiles/i86uyLJdQ+Eh7NGXiWsY+JadPkk.json,TRUE
dbh574+p0AZkJlm1NR1/cLpGzmE=,If X is a Real Number,Sofie Bird,33,2016-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue33/chapter/if-x-is-a-real-number/,There is a number on my screen so small it’s just a line of zeroes too long for the ship’s console to display.,./scrape/jsonfiles/Ctfl4KxArrfDLjzbAfVnUT19qwE.json,TRUE
Dk0LkZ3TETxnugbg3IgebjtUS8I=,"Gender Reveal Box, $16.95",John Wiswell,92,2021-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/gender-reveal-box-1695,"This weekend only, you can get your very own Objective Goods Ltd. Gender Reveal Box for just $16.95. The Gender Reveal Box comes in your choice of six pastel...",./scrape/jsonfiles/tPX-9Lks6U6epBXWejtOf3BlWbk.json,TRUE
ln3MRPMWARXCsgaepK3bbye8/uE=,Human Resources,Erica L. Satifka,29,2016-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue29/chapter/human-resources/,Even a half-brain like me can see that Celia misses the hell out of her left index finger. It’s a tiny loss in comparison to folks who’ve auctioned off muscl...,./scrape/jsonfiles/PbKwpMgBGJ5e5Am3UnPC40tnicI.json,TRUE
hjJmsaHmuCxclx2qF5Ah3oqm+FM=,Where You Are Now Is Better than Where You Were Before,Eliza Victoria,74,2019-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/where-you-are-now-is-better-than-where-you-were-before,"The office reminded Lily of the quirky, industrial interior of co-working spaces back home in Manila: white brick walls, empty beer crates turned into chairs...",./scrape/jsonfiles/wYp5JyASgbF7Lb+4vw-w3koQPk4.json,TRUE
+4tgBJYqRTZpSf0Y9C73plU163M=,Sun Tea,M. Bennardo; illustrated by Galen Dara,15,2014-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue15/chapter/sun-tea/,"Cubby walked onto the front porch of the boarding house and blinked into the sun. It was only ten in the morning, but still the light beat down with a vengea...",./scrape/jsonfiles/rGSjG8ZHRRqZ4VwZJOMrzPKmwyg.json,TRUE
/BpSRn/x13JqBbFpb91m73DYNz4=,The Last Good Day,John F. Gardner,7,2013-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue7/chapter/the-last-good-day/,"Steven rubbed his hand over the stent in his chest, and for the first time in a year felt he could get up and move. He knew it was time to die.",./scrape/jsonfiles/ckoWxJH5dbllOWmziusezG8pQtE.json,TRUE
5Ft8h/p48uLXZvUyLI+Fb1W/De4=,Love in Every Stitch,Alexandra Rowland,57,2018-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/love-in-every-stitch,"Escaping takes time, takes attention, takes a careful whispered count under your breath, takes a mile or more of thread or string or yarn. Injured hearts, es...",./scrape/jsonfiles/GanQogFT21+Gi4o50UWIt1hUDpA.json,TRUE
iGUG61LCI7UhIVJg3dDfKXXgqew=,Navigational Error,Lucy A. Snyder,88,2021-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/navigational-error,"The door to your sleeping compartment whooshes open, so I swivel in the pilot’s chair to greet you. But my “Morning, gorgeous!” dies halfway up my throat whe...",./scrape/jsonfiles/9oodFsWD+p42dlzQriyZ2Nn+yJk.json,TRUE
No1x0MvezKAqjS4pCVioFAfHyA8=,Dragon Soap,M. K. Hutchins; illustrated by Galen Dara,38,2016-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue38/chapter/25/,Gran never did like it when I used the Winchester to deal with dragons — so I went and did a damn fool thing and set out to hunt them in the dead of night. I...,./scrape/jsonfiles/tcy6AS4vm7vBQKdRupYcJDYTVF4.json,TRUE
7QXsppCsyiG/1pu/wHp/wQXHqJY=,Form and Void,Elizabeth Bear,3,Winter 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue3/chapter/form-and-void/,"Before she turned into a dragon, Kathy Cutter was Comanche Zariphes’ best friend.",./scrape/jsonfiles/tDcUTl-PIvOZKEmgtO7NQyY808Q.json,TRUE
TCvs2oE8clIWstRkwjU+8LZhziE=,The Ceremony,Mari Ness,59,2018-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-ceremony,"The girls line up, one by one, for the kiss. Some have dressed up for the occasion. True, the kiss has not worked for at least a century, if not more, so dre...",./scrape/jsonfiles/qVVcjDThBLfKFVAwuFZvArxQZbM.json,TRUE
j5K0TrQS3UhP44C+xIQa9qGuIvw=,Vanilla,Martin Cahill,13,2014-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue13/chapter/vanilla/,We sit on grass on a hill and eat ice cream.,./scrape/jsonfiles/ME0GazN7MvhcBnlNTbOkj6IcuLY.json,TRUE
DySybZfBggBQeHKy1GJyalHSoYQ=,Your Inheritance Will Taste of Salt,Karolina Fedyk,67,2019-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/your-inheritance-will-taste-of-salt,"The air is curdling with a storm, hot and molasses-thick, when the fisherman and the witch study each other. They lock their wet hands together, interlaced f...",./scrape/jsonfiles/l8aPVLaRANGr0Z4MZ1pQhopW6mw.json,TRUE
qM1hxEMPIxATzcL1WUbW6k+QRaE=,Delta Child,Malon Edwards,36,2016-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue36/chapter/delta-child/,"As long as I eat, I heal. Today, it’s my rotted right arm that needs it. I can smell her through the door. Cocoa butter. Jojoba oil. Jasmine. Both her and th...",./scrape/jsonfiles/xOBeJKZQL2ntDb4TL-ALHn+1A8o.json,TRUE
yT85ET/LPB3aSXJu6MOpp0qQoWI=,This is Not a Wardrobe Door,Merc Fenn Wolfmoor; illustrated by Galen Dara,29,2016-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue29/chapter/this-is-not-a-wardrobe-door/,"Dear Gatekeeper,",./scrape/jsonfiles/4sS-8j35jpccVG12amfzTC90LL4.json,TRUE
eP4ltvBY5zK8YvJwqy4eZuUXijs=,Fireside Books,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/books/,"Fireside Fiction Company has two goals: to find and publish great stories regardless of genre, and to pay our writers and artists well.",./scrape/jsonfiles/E18Nk1o-xNzb2KT4Ma7DdBzczGo.json,TRUE
3oICg38se7XtRnlTJYks+noTnnk=,He Who Watches,Alex Shvartsman,26,2015-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue26/chapter/he-who-watches/,"On the twentieth anniversary of the end of the world, Andrew lit a candle.",./scrape/jsonfiles/Cnwc8V5+jv8NADCVZbWBQ7nejHI.json,TRUE
p+3nci40UkisfHPcM0OGCJOZa7I=,Is Bliss,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue6/chapter/the-forever-endeavor-part-three/,10. IS BLISS,./scrape/jsonfiles/GEstnxrBOTc89v3wGPqckA5lHFY.json,TRUE
J+S1q6MMrXdpd6+5mmfdcb+1IeM=,Lesser Things,EJ Sidle,90,2021-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/lesser-things,"I die on a Thursday. At least I think it’s still Thursday. All I know is a whole lot of nothingness becomes a whole lot of pain, and I’m choking on mouthfuls...",./scrape/jsonfiles/ZXDhc6UgzFgtp0tk3AinkPS09mo.json,TRUE
I0hcRa5zbqQquCNhRq3LWOiDH30=,The Eleventh Hour,Lauren M. Roy,25,2015-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue25/chapter/the-eleventh-hour/,She gave me an hour to save the world.,./scrape/jsonfiles/B5ryRGvGZNortgkerGhuRMPqO8M.json,TRUE
rYMh19oGlQ+S+j0esPGQ+o1DYbA=,A Promise of Flight,Lee S. Bruce; illustrated by Maggie Chiang,55,2018-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-promise-of-flight,I thought my grandfather was losing his mind the day he asked me to fly.,./scrape/jsonfiles/ka55SxVkselnfukTOcdGdX8IoT4.json,TRUE
LSvMrdg5mKvNWxvSqdp6KsJ9wlE=,How to Sync Your Spouse,Russell Nichols,44,2017-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/how-to-sync-your-spouse,Time is of the essence for those who have clockwork hearts.,./scrape/jsonfiles/dATriJdjeW65d6qc2CDe3ufI7fc.json,TRUE
KB+za4SO3SeqYR3T69Zln6WS5GU=,"Sun, Moon, and Wretched Star",Ashley Deng; illustrated by Shaina Lu,80,2020-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/sun-moon-and-wretched-star,"Willow’s family thanks the dead with food. They revere them with gifts, a mix of clementines, rationed chicken on rice, and incense, before an altar filled w...",./scrape/jsonfiles/koWi12s28e9RqDEZzxvdrxt181Y.json,TRUE
k13nxsfVJudB9IGMLceZ3pjjAN0=,At the End of Purple Meadow Road,Marisca Pichette,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/at-the-end-of-purple-meadow-road,"There is an arbor of wisteria. I tend it in the summer and sit underneath its naked branches in the fall. Lichen decorates the bench to the left, moss the br...",./scrape/jsonfiles/iToPu9eyhYHMxw55FZOaMcuXVuY.json,TRUE
ejsAdAG1UhEmr2soU+AaBnFs2YU=,In Memoriam: Lady Fantastic,Lauren M. Roy,35,2016-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue35/chapter/27/,"Lady Fantastic died yesterday. She was one of the classics, one of the first to don her cape and soar over the skyline, one of that golden generation who ins...",./scrape/jsonfiles/sTlmfcCRigezPe5KM6IG2UNS9Js.json,TRUE
3111KScIZ2jWxD7kEo73armYC4U=,Light and Death on the Indian Battle Station,Keyan Bowes; illustrated by Saleha Chowdhury,60,2018-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/light-and-death-on-the-indian-battle-station,"Diwali, the Festival of Lights is a magical time of the year, even on the Indian Battle Station. A hundred tiny oil-lamps decorated our apartment, glimmering...",./scrape/jsonfiles/mBf2I+ZE9BTkGLLKKOFLZmCo-U4.json,TRUE
e9pmCRHMEeVf9ZQOMvq6yVD4hOw=,"Your Body, By Default",Alexis A. Hunter; illustrated by Galen Dara,35,2016-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue35/chapter/your-body-by-default/,They brought you back because they want something from you. Maybe one day they will bring people back because they can or because it’s the right thing to do ...,./scrape/jsonfiles/cNKYNqIoex+iqL-ctIoMrflSsaI.json,TRUE
XAO/a7qKCk0VdoYFCJk1/eJBHsw=,Disassembly,Makena Onjerika,84,2020-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/disassembly,"Eighteen years ago, Ntinyari takes her heart out of her chest for the first time. It is a frightened bird in her hand. An ugly thing, slick with fat and slip...",./scrape/jsonfiles/iB4kXyJi8-Ovz5UssYoZA5PkQms.json,TRUE
hBsRLgSWlyRvyuEAEmVUbGlLKmM=,Portrait of Skull with Man,Vina Jie-Min Prasad,49,2017-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/portrait-of-skull-with-man,MALE Figure Model Available (PLEASE READ DESCRIPTION!!!),./scrape/jsonfiles/gaHi0ddfL6cP1BFp1HWxIszAeAw.json,TRUE
DwQdqK87lVfUvrJqQ5UVgwk7EmM=,Worm Song,David Naimon,82,2020-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/worm-song,It’s spring. And the trees have refrained from leafing. There is no global warning. They ask no one. They tell no one. Instead: they plan ahead. They dig dee...,./scrape/jsonfiles/MdOyf60TTXWoukLiMvDu9u8rc78.json,TRUE
VOYD1y6IgyDJevdK2SaiD29vJFw=,The Hulder’s Husband Says Don’t,Kate Lechler,42,2017-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-hulders-husband-says-dont,You taught me language; and my profit on’t,./scrape/jsonfiles/LeY8W6oD213xw9GN0YskesHpuh8.json,TRUE
3s1ktqEmE8L6GRCy9cWwRFSiGHw=,Cast Off Tight,Hal Y. Zhang; illustrated by Katie Chandler,56,2018-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/cast-off-tight,On the one hundredth day anniversary of her death he picks up the needles.,./scrape/jsonfiles/EHOhI0cUDMQdUvLnQ5A1L1Grq48.json,TRUE
q2YQAgHPN6fr3qcNbgEXYygP6LA=,Component Parts of a Belated Apology,AnaMaria Curtis,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/component-parts-of-a-belated-apology,"“She is sorry, you know.” My great-aunt (married to great-uncle number three) reaches for the paring knife, a yellow mango already in her left hand. Her voic...",./scrape/jsonfiles/ejxiUbmybrtNxCuBOnPligxOgck.json,TRUE
B8KELNww6h3f4Y2Q+r4TffGTkRM=,How to Say I Love You with Wikipedia,Beth Goder; illustrated by Cat O'Neil,66,2019-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/how-to-say-i-love-you-with-wikipedia,"It’s daytime, so the crew is awake, bustling about the Hab. During the night, the Hab gets dark, and I wonder what it must be like to sleep. On the north sid...",./scrape/jsonfiles/rnAudPJtHRjCCT5Dcur+XbE6QU8.json,TRUE
QKMrCJ04CE1Ed4+vcSQWmJxW8XM=,Those We Feed,Layla Al-Bedawi,51,2018-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/those-we-feed,"I knew you were an impostor long before I ever had little enough to lose to ask. I never expected you would admit to it, your small face unblinking and unsur...",./scrape/jsonfiles/ljtt2hMraLjLIe+UQEDz7v1layM.json,TRUE
